MOLINETE,FECHA,DESDE,TOTAL
LINEA_A_CBARROS_S_TURN01,2018-01-01,08:00:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,08:15:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,08:30:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,09:00:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,09:15:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,09:45:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,10:15:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,10:30:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,10:45:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,11:00:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,11:15:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,11:30:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,11:45:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,12:00:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,12:15:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,12:45:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,13:00:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,13:15:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,13:30:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,13:45:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,14:00:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,14:15:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,14:30:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,14:45:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,15:00:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,15:15:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,15:30:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,15:45:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,16:00:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,16:15:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,16:30:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,16:45:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,17:00:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,17:15:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,17:30:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,17:45:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,18:00:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,18:15:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,18:30:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,18:45:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,19:00:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,19:15:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,19:30:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,19:45:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,20:00:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,20:15:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,20:30:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,20:45:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,21:00:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,21:15:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-01,21:45:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,05:30:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,05:45:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,06:00:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,06:15:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,06:30:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,06:45:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,07:00:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,07:15:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,07:30:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,07:45:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,08:00:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,08:15:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,08:30:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,08:45:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,09:00:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,09:15:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,09:30:00,16.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,09:45:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,10:00:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,10:15:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,10:30:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,10:45:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,11:00:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,11:15:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,11:30:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,11:45:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,12:00:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,12:15:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,12:30:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,12:45:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,13:00:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,13:15:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,13:30:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,13:45:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,14:00:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,14:15:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,14:30:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,14:45:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,15:00:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,15:15:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,15:30:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,15:45:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,16:00:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,16:15:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,16:30:00,31.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,16:45:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,17:00:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,17:15:00,31.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,17:30:00,32.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,17:45:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,18:00:00,36.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,18:15:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,18:30:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,18:45:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,19:00:00,37.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,19:15:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,19:30:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,19:45:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,20:00:00,16.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,20:15:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,20:30:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,20:45:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,21:00:00,16.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,21:15:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,21:30:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,21:45:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,22:00:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,22:15:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,22:30:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,22:45:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-02-01,23:00:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,05:30:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,05:45:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,06:00:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,06:30:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,06:45:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,07:00:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,07:15:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,07:30:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,07:45:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,08:00:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,08:15:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,08:30:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,08:45:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,09:00:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,09:15:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,09:30:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,09:45:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,10:00:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,10:15:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,10:30:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,10:45:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,11:00:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,11:15:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,11:30:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,11:45:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,12:00:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,12:15:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,12:30:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,12:45:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,13:00:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,13:15:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,13:30:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,13:45:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,14:00:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,14:15:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,14:30:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,14:45:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,15:00:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,15:15:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,15:30:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,15:45:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,16:00:00,34.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,16:15:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,16:30:00,31.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,16:45:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,17:00:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,17:15:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,17:30:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,17:45:00,33.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,18:00:00,42.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,18:15:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,18:30:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,18:45:00,37.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,19:00:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,19:15:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,19:30:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,19:45:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,20:00:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,20:15:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,20:30:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,20:45:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,21:00:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,21:15:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,21:30:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,21:45:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,22:00:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,22:15:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,22:30:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-03-01,22:45:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,05:30:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,05:45:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,06:00:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,06:15:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,06:30:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,06:45:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,07:00:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,07:15:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,07:30:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,07:45:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,08:00:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,08:15:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,08:30:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,08:45:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,09:00:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,09:15:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,09:30:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,09:45:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,10:00:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,10:15:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,10:30:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,10:45:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,11:00:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,11:15:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,11:30:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,11:45:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,12:00:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,12:15:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,12:30:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,12:45:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,13:00:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,13:15:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,13:30:00,32.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,13:45:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,14:00:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,14:15:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,14:30:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,14:45:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,15:00:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,15:15:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,15:30:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,15:45:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,16:00:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,16:15:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,16:30:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,16:45:00,31.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,17:00:00,36.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,17:15:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,17:30:00,32.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,17:45:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,18:00:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,18:15:00,34.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,18:30:00,41.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,18:45:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,19:00:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,19:15:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,19:30:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,19:45:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,20:00:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,20:15:00,34.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,20:30:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,20:45:00,33.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,21:00:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,21:15:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,21:30:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,21:45:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,22:00:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,22:15:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,22:30:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,22:45:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-04-01,23:00:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,05:30:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,05:45:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,06:00:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,06:30:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,06:45:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,07:00:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,07:15:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,07:30:00,16.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,07:45:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,08:00:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,08:15:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,08:30:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,08:45:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,09:00:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,09:15:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,09:30:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,09:45:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,10:00:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,10:15:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,10:30:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,10:45:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,11:00:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,11:15:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,11:30:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,11:45:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,12:00:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,12:15:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,12:30:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,12:45:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,13:00:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,13:15:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,13:30:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,13:45:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,14:00:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,14:15:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,14:30:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,14:45:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,15:00:00,33.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,15:15:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,15:30:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,15:45:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,16:00:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,16:15:00,39.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,16:30:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,16:45:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,17:00:00,34.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,17:15:00,37.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,17:30:00,38.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,17:45:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,18:00:00,53.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,18:15:00,44.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,18:30:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,18:45:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,19:00:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,19:15:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,19:30:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,19:45:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,20:00:00,16.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,20:15:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,20:30:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,20:45:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,21:00:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,21:15:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,21:30:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,21:45:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,22:00:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,22:15:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,22:30:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,22:45:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,23:00:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-05-01,23:30:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,06:00:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,06:15:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,06:30:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,06:45:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,07:00:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,07:15:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,07:30:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,07:45:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,08:00:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,08:15:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,08:30:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,08:45:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,09:00:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,09:15:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,09:30:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,09:45:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,10:00:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,10:15:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,10:30:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,10:45:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,11:00:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,11:15:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,11:30:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,11:45:00,16.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,12:00:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,12:15:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,12:30:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,12:45:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,13:00:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,13:15:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,13:30:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,13:45:00,16.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,14:00:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,14:15:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,14:30:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,14:45:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,15:00:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,15:15:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,15:30:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,15:45:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,16:00:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,16:15:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,16:30:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-06-01,16:45:00,4.0
