MOLINETE,FECHA,DESDE,TOTAL
LINEA_A_CBARROS_S_TURN01,2018-01-24,16:45:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,17:00:00,40.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,17:15:00,39.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,17:30:00,33.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,17:45:00,33.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,18:00:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,18:15:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,18:30:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,18:45:00,38.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,19:00:00,37.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,19:15:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,19:30:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,19:45:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,20:00:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,20:15:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,20:30:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,20:45:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,21:00:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,21:15:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,21:30:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,21:45:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,22:00:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,22:15:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,22:30:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-24,22:45:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,05:45:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,06:00:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,06:15:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,06:30:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,06:45:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,07:00:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,07:15:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,07:30:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,07:45:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,08:00:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,08:15:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,08:30:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,08:45:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,09:00:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,09:15:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,09:30:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,09:45:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,10:00:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,10:15:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,10:30:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,10:45:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,11:00:00,34.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,11:15:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,11:30:00,33.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,11:45:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,12:00:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,12:15:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,12:30:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,12:45:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,13:00:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,13:15:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,13:30:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,13:45:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,14:00:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,14:15:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,14:30:00,40.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,14:45:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,15:00:00,32.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,15:15:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,15:30:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,15:45:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,16:00:00,31.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,16:15:00,34.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,16:30:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,16:45:00,34.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,17:00:00,38.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,17:15:00,38.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,17:30:00,41.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,17:45:00,34.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,18:00:00,53.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,18:15:00,39.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,18:30:00,37.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,18:45:00,43.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,19:00:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,19:15:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,19:30:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,19:45:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,20:00:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,20:15:00,31.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,20:30:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,20:45:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,21:00:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,21:15:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,21:30:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,21:45:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,22:00:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,22:15:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,22:30:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-25,22:45:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,05:45:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,06:00:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,06:15:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,06:30:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,06:45:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,07:00:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,07:15:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,07:30:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,07:45:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,08:00:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,08:15:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,08:30:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,08:45:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,09:00:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,09:15:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,09:30:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,09:45:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,10:00:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,10:15:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,10:30:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,10:45:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,11:00:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,11:15:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,11:30:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,11:45:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,12:00:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,12:15:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,12:30:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,12:45:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,13:00:00,38.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,13:15:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,13:30:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,13:45:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,14:00:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,14:15:00,33.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,14:30:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,14:45:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,15:00:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,15:15:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,15:30:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,15:45:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,16:00:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,16:15:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,16:30:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,16:45:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,17:00:00,34.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,17:15:00,40.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,17:30:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,17:45:00,34.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,18:00:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,18:15:00,35.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,18:30:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,18:45:00,37.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,19:00:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,19:15:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,19:30:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,19:45:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,20:00:00,33.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,20:15:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,20:30:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,20:45:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,21:00:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,21:15:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,21:30:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,21:45:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,22:00:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,22:15:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,22:30:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,22:45:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-01-26,23:15:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,06:00:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,06:15:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,06:30:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,06:45:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,07:00:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,07:15:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,07:30:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,07:45:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,08:00:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,08:15:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,08:30:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,08:45:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,09:00:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,09:15:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,09:30:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,09:45:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,10:00:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,10:15:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,10:30:00,16.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,10:45:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,11:00:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,11:15:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,11:30:00,16.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,11:45:00,16.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,12:00:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,12:15:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,12:30:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,12:45:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,13:00:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,13:15:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,13:30:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,13:45:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,14:00:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,14:15:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,14:30:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,14:45:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,15:00:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,15:15:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,15:30:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,15:45:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,16:00:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,16:15:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,16:30:00,13.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,16:45:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,17:00:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,17:15:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,17:30:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,17:45:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,18:00:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,18:15:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,18:30:00,16.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,18:45:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,19:00:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,19:15:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,19:30:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,19:45:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,20:00:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,20:15:00,11.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,20:30:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,20:45:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,21:00:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,21:15:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,21:30:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,21:45:00,10.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,22:00:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,22:15:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,22:30:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,22:45:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,23:00:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,23:15:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-27,23:45:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,08:15:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,08:30:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,08:45:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,09:00:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,09:15:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,09:30:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,09:45:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,10:00:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,10:15:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,10:30:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,10:45:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,11:00:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,11:15:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,11:30:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,11:45:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,12:00:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,12:15:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,12:30:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,12:45:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,13:00:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,13:15:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,13:30:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,13:45:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,14:00:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,14:15:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,14:30:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,14:45:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,15:00:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,15:15:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,15:30:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,15:45:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,16:00:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,16:15:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,16:30:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,16:45:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,17:00:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,17:15:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,17:30:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,17:45:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,18:00:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,18:15:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,18:30:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,18:45:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,19:00:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,19:15:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,19:30:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,19:45:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,20:00:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,20:15:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,20:30:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,20:45:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,21:00:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,21:15:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,21:30:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-28,21:45:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,05:30:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,05:45:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,06:00:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,06:15:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,06:30:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,06:45:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,07:00:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,07:15:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,07:30:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,07:45:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,08:00:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,08:15:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,08:30:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,08:45:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,09:00:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,09:15:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,09:30:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,09:45:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,10:00:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,10:15:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,10:30:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,10:45:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,11:00:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,11:15:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,11:30:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,11:45:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,12:00:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,12:15:00,19.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,12:30:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,12:45:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,13:00:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,13:15:00,25.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,13:30:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,13:45:00,20.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,14:00:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,14:15:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,14:30:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,14:45:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,15:00:00,22.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,15:15:00,15.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,15:30:00,34.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,15:45:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,16:00:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,16:15:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,16:30:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,16:45:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,17:00:00,29.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,17:15:00,44.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,17:30:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,17:45:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,18:00:00,45.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,18:15:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,18:30:00,27.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,18:45:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,19:00:00,33.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,19:15:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,19:30:00,21.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,19:45:00,28.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,20:00:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,20:15:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,20:30:00,26.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,20:45:00,24.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,21:00:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,21:15:00,12.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,21:30:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,21:45:00,8.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,22:00:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,22:15:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,22:30:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,22:45:00,9.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,23:00:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-29,23:15:00,4.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,05:30:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,05:45:00,2.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,06:00:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,06:15:00,1.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,06:30:00,3.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,06:45:00,6.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,07:00:00,5.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,07:15:00,7.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,07:30:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,07:45:00,18.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,08:00:00,14.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,08:15:00,17.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,08:30:00,30.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,08:45:00,23.0
LINEA_A_CBARROS_S_TURN01,2018-01-30,09:00:00,14.0
